pid	cam	min	sec	frame	absoluteframe	smile	talk	laugh
2017	1	0	 0	 0	   1	1	0	1
2017	1	0	 1	11	  42	1	0	0
2017	1	0	 4	 3	 124	1	1	0
2017	1	0	11	 3	 334	1	0	0
2017	1	0	11	 5	 336	1	0	1
2017	1	0	11	27	 358	1	0	0
2017	1	0	13	17	 408	1	1	0
2017	1	0	26	20	 801	0	1	0
2017	1	0	29	10	 881	1	1	0
2017	1	0	30	28	 929	1	1	1
2017	1	0	31	 1	 932	1	0	1
2017	1	0	32	 0	 961	1	0	0
2017	1	0	32	21	 982	1	1	0
2017	1	0	48	 0	1441	1	0	0
2017	1	0	50	 4	1505	0	0	0
2017	1	0	51	20	1551	1	0	0
2017	1	0	51	28	1559	1	1	0
2017	1	1	 8	29	2070	1	1	1
2017	1	1	12	16	2177	1	1	0
2017	1	1	28	21	2662	0	1	0
2017	1	1	30	21	2722	1	1	0
2017	1	1	37	 1	2912	1	1	1
2017	1	1	37	22	2933	1	1	0
2017	1	1	38	13	2954	1	1	1
2017	1	1	39	 0	2971	1	1	0
2017	1	1	46	19	3200	1	0	0
2017	1	1	46	20	3201	1	0	1
2017	1	1	47	11	3222	1	0	0
2017	1	1	47	12	3223	0	0	0
2017	1	1	49	16	3287	1	0	0
2017	1	1	51	 6	3337	0	0	0
2017	1	1	55	 6	3457	1	0	0
2017	1	1	55	 8	3459	1	1	0
2017	1	2	 7	 2	3813	1	0	0
2017	1	2	 7	 3	3814	1	0	1
2017	1	2	10	19	3920	1	0	0
2017	1	2	10	20	3921	1	1	0
2017	1	2	24	25	4346	1	0	0
2017	1	2	26	20	4401	1	1	0
2017	1	2	30	28	4529	1	0	0
2017	1	2	30	29	4530	1	0	1
2017	1	2	31	25	4556	1	0	0
2017	1	2	32	10	4571	0	0	0
2017	1	2	35	 3	4654	0	1	0
2017	1	2	35	15	4666	1	1	0
2017	1	2	39	20	4791	1	0	0
2017	1	2	41	24	4855	0	0	0
2017	1	2	44	14	4935	0	1	0
2017	1	2	44	22	4943	1	1	0
2017	1	2	48	14	5055	1	0	1
2017	1	2	49	 3	5074	1	0	0
2017	1	2	50	19	5120	1	1	0
2017	1	2	51	 0	5131	1	0	0
2017	1	2	52	23	5184	0	0	0
2017	1	2	54	25	5246	1	0	0
2017	1	2	56	 8	5289	1	1	0
2017	1	3	 1	16	5447	1	0	0
2017	1	3	 4	23	5544	0	0	0
2017	1	3	 8	25	5666	0	1	0
2017	1	3	13	17	5808	1	1	0
2017	1	3	13	24	5815	1	0	0
2017	1	3	13	25	5816	1	0	1
2017	1	3	14	19	5840	1	0	0
2017	1	3	14	20	5841	1	1	0
2017	1	3	18	22	5963	1	0	0
2017	1	3	18	23	5964	1	0	1
2017	1	3	19	19	5990	1	0	0
2017	1	3	19	20	5991	1	1	0
2017	1	3	21	 7	6038	1	1	0
2017	1	3	22	15	6076	1	0	0
2017	1	3	23	26	6117	1	1	0
2017	1	3	24	20	6141	1	0	0
2017	1	3	25	25	6176	1	0	1
2017	1	3	28	 5	6246	1	0	0
2017	1	3	28	 6	6247	1	1	0
2017	1	3	29	19	6290	1	0	0
2017	1	3	29	20	6291	1	0	1
2017	1	3	30	13	6314	1	0	0
2017	1	3	30	14	6315	1	1	0
2017	1	3	35	27	6478	1	0	0
2017	1	3	38	 3	6544	1	1	0
2017	1	3	39	17	6588	1	0	0
2017	1	3	40	 0	6601	0	0	0
2017	1	3	42	12	6673	1	0	0
2017	1	3	46	 3	6784	1	1	0
2017	1	3	47	14	6825	1	0	0
2017	1	3	49	27	6898	1	1	0
2017	1	3	55	26	7077	1	0	0
2017	1	3	58	 7	7148	1	1	0
2017	1	4	 2	 9	7270	0	1	0
2017	1	4	 5	29	7380	1	1	0
2017	1	4	 9	27	7498	1	0	0
2017	1	4	 9	28	7499	1	0	1
2017	1	4	10	24	7525	1	0	0
2017	1	4	10	26	7527	1	1	0
2017	1	4	25	 8	7959	1	0	0
2017	1	4	25	 9	7960	1	0	1
2017	1	4	26	19	8000	1	0	0
2017	1	4	26	21	8002	1	1	0
2017	1	4	27	 2	8013	1	0	0
2017	1	4	27	18	8029	0	0	0
2017	1	4	30	25	8126	0	1	0
2017	1	4	31	25	8156	1	1	0
2017	1	4	37	17	8328	1	0	0
2017	1	4	38	 5	8346	0	0	0
2017	1	4	40	 1	8402	0	1	0
2017	1	4	43	10	8501	1	1	0
2017	1	4	43	16	8507	1	0	0
2017	1	4	47	 8	8619	0	0	0
2017	1	4	50	18	8719	0	1	0
2017	1	4	54	11	8832	0	0	0
2017	1	5	 5	 7	9158	1	1	0
2017	1	5	 5	24	9175	1	0	0
2017	1	5	 6	 7	9188	1	0	1
2017	1	5	 7	 4	9215	1	0	0
2017	1	5	12	18	9379	1	1	0
2017	1	5	14	12	9433	1	0	0
2017	1	5	14	13	9434	1	0	1
2017	1	5	19	19	9590	1	0	0
2017	1	5	19	20	9591	1	1	0
2017	1	5	22	 3	9664	1	0	0
2017	1	5	22	 5	9666	1	0	1
2017	1	5	23	14	9705	1	0	1
