pid	cam	min	sec	frame	absoluteframe	smile	talk	laugh
2006	1	0	 0	 0	   1	0	0	0
2006	1	0	 0	10	  11	0	1	0
2006	1	0	 0	18	  19	1	1	0
2006	1	0	 3	15	 106	0	1	0
2006	1	0	 9	 2	 273	1	1	0
2006	1	0	12	 7	 368	0	1	0
2006	1	0	12	15	 376	0	0	0
2006	1	0	14	23	 444	0	1	0
2006	1	0	17	22	 533	0	0	0
2006	1	0	18	16	 557	0	1	0
2006	1	0	18	21	 562	1	1	0
2006	1	0	22	 1	 662	0	1	0
2006	1	0	22	 3	 664	0	0	0
2006	1	0	23	12	 703	0	1	0
2006	1	0	23	21	 712	1	1	0
2006	1	0	24	 7	 728	0	1	0
2006	1	0	24	 8	 729	0	0	0
2006	1	0	27	15	 826	0	1	0
2006	1	0	27	19	 830	0	0	0
2006	1	0	31	 5	 936	0	1	0
2006	1	0	32	26	 987	1	1	0
2006	1	0	34	 8	1029	0	1	0
2006	1	0	36	26	1107	1	1	0
2006	1	0	39	 6	1177	0	1	0
2006	1	0	39	 7	1178	0	0	0
2006	1	0	39	27	1198	0	1	0
2006	1	0	40	 6	1207	0	0	0
2006	1	0	42	14	1275	1	0	0
2006	1	0	42	27	1288	1	1	0
2006	1	0	43	26	1317	1	0	1
2006	1	0	45	11	1362	1	0	0
2006	1	0	45	12	1363	1	1	0
2006	1	0	49	17	1488	0	1	0
2006	1	0	49	18	1489	0	0	0
2006	1	0	52	11	1572	0	1	0
2006	1	0	53	18	1609	1	1	0
2006	1	0	56	18	1699	0	1	0
2006	1	0	56	24	1705	0	0	0
2006	1	0	59	25	1796	1	0	0
2006	1	1	 2	14	1875	0	0	0
2006	1	1	 4	 2	1923	0	1	0
2006	1	1	 4	 3	1924	1	1	0
2006	1	1	 6	19	2000	0	1	0
2006	1	1	10	18	2119	1	1	0
2006	1	1	14	18	2239	0	0	0
2006	1	1	15	15	2266	0	1	0
2006	1	1	15	21	2272	0	0	0
2006	1	1	20	18	2419	0	1	0
2006	1	1	28	27	2668	1	1	0
2006	1	1	29	27	2698	0	1	0
2006	1	1	39	 8	2979	0	0	0
2006	1	1	44	16	3137	1	0	0
2006	1	1	44	17	3138	1	0	1
2006	1	1	45	29	3180	1	0	0
2006	1	1	46	 0	3181	1	1	0
2006	1	1	56	17	3498	0	1	0
2006	1	1	58	23	3564	1	1	0
2006	1	2	 0	 0	3601	0	1	0
2006	1	2	 2	 5	3666	0	0	0
2006	1	2	 2	29	3690	0	1	0
2006	1	2	 3	26	3717	1	1	0
2006	1	2	 5	 1	3752	0	1	0
2006	1	2	 5	24	3775	1	1	0
2006	1	2	12	10	3971	0	1	0
2006	1	2	14	25	4046	0	0	0
2006	1	2	17	27	4138	0	1	0
2006	1	2	18	 9	4150	1	1	0
2006	1	2	19	24	4195	0	1	0
2006	1	2	21	11	4242	1	1	0
2006	1	2	22	21	4282	0	1	0
2006	1	2	27	 9	4420	1	1	0
2006	1	2	29	28	4499	0	1	0
2006	1	2	31	11	4542	0	0	0
2006	1	2	33	10	4601	0	1	0
2006	1	2	33	16	4607	0	0	0
2006	1	2	35	19	4670	1	0	0
2006	1	2	35	21	4672	1	0	1
2006	1	2	36	 4	4685	1	0	0
2006	1	2	36	19	4700	1	1	0
2006	1	2	37	16	4727	0	1	0
2006	1	2	37	19	4730	0	0	0
2006	1	2	38	 2	4743	0	1	0
2006	1	2	39	27	4798	0	0	0
2006	1	2	43	11	4902	0	1	0
2006	1	2	43	20	4911	1	1	0
2006	1	2	44	 8	4929	0	1	0
2006	1	2	47	 3	5014	1	1	0
2006	1	2	47	 5	5016	1	0	0
2006	1	2	47	 6	5017	1	0	1
2006	1	2	48	 0	5041	1	0	0
2006	1	2	48	 1	5042	1	1	0
2006	1	2	51	15	5146	0	1	0
2006	1	2	52	14	5175	1	1	0
2006	1	2	58	28	5369	0	1	0
2006	1	2	59	 5	5376	0	0	0
2006	1	3	 2	 6	5467	0	1	0
2006	1	3	 4	11	5532	1	1	0
2006	1	3	10	 4	5705	0	1	0
2006	1	3	10	 5	5706	0	0	0
2006	1	3	10	27	5728	0	1	0
2006	1	3	11	 5	5736	0	0	0
2006	1	3	14	18	5839	0	1	0
2006	1	3	14	28	5849	1	1	0
2006	1	3	19	20	5991	0	1	0
2006	1	3	29	 8	6279	0	0	0
2006	1	3	32	13	6374	0	1	0
2006	1	3	33	 7	6398	0	0	0
2006	1	3	33	23	6414	1	0	0
2006	1	3	34	12	6433	0	0	0
2006	1	3	36	 4	6485	1	0	0
2006	1	3	36	11	6492	1	1	0
2006	1	3	38	 8	6549	1	0	0
2006	1	3	38	11	6552	1	0	1
2006	1	3	39	13	6584	1	0	0
2006	1	3	39	14	6585	1	1	0
2006	1	3	46	 8	6789	1	0	0
2006	1	3	46	14	6795	1	0	1
2006	1	3	49	 3	6874	1	0	0
2006	1	3	49	 4	6875	1	1	0
2006	1	3	50	16	6917	1	0	0
2006	1	3	51	10	6941	1	0	1
2006	1	3	52	26	6987	1	0	0
2006	1	3	52	27	6988	0	0	0
2006	1	3	54	29	7050	0	1	0
2006	1	4	 0	11	7212	1	1	0
2006	1	4	 3	 8	7299	0	1	0
2006	1	4	 5	 3	7354	1	1	0
2006	1	4	11	 1	7532	0	1	0
2006	1	4	11	13	7544	0	0	0
2006	1	4	12	 6	7567	0	1	0
2006	1	4	12	 8	7569	1	1	0
2006	1	4	14	16	7637	0	1	0
2006	1	4	15	 0	7651	0	0	0
2006	1	4	16	11	7692	1	0	0
2006	1	4	16	12	7693	1	0	1
2006	1	4	17	14	7725	1	0	0
2006	1	4	17	18	7729	1	1	0
2006	1	4	18	21	7762	0	1	0
2006	1	4	18	25	7766	0	0	0
2006	1	4	20	16	7817	0	1	0
2006	1	4	21	29	7860	1	1	0
2006	1	4	23	18	7909	0	1	0
2006	1	4	24	 6	7927	0	0	0
2006	1	4	26	 9	7990	0	0	1
2006	1	4	26	10	7991	1	0	1
2006	1	4	27	15	8026	0	0	1
2006	1	4	27	21	8032	0	0	0
2006	1	4	33	21	8212	0	1	0
2006	1	4	35	 0	8251	1	1	0
